"ID","Q1.IncomeDiff","Q2.GayAdoption","Q3.NuclearPow","Q4.ChildAlw","Q5.SeniorCare","Q6.RetireAge","Q7.ExtWCareer","Q8.BendIndex","Q9.CutPblExpend","Q10.GreekDebt","Q11.TransacTax","Q12.TaxInc","Q13.TaxDeduc","Q14.MortDeduc","Q15.RealEstTax","Q16.Conscript","Q17.NATO","Q18.HumRight","Q19.LandOwn","Q20.DvlAid","Q22.Guns","Q23.VolDomLng","Q24.Suvivirsi","Q25.Immigration","Q26.SaimaaSeal","Q27.MunOutsource","Q28.MunNb","Q29.CptRegMerger","Q30.EqlTransfer","CountAnsw","Q21.Fb.Bolivia","Q21.Fb.Brasilia","Q21.Fb.UK","Q21.Fb.Spain","Q21.Fb.Ghana","Q21.Fb.India","Q21.Fb.Iran","Q21.Fb.Island","Q21.Fb.Israel","Q21.Fb.Italy","Q21.Fb.Canada","Q21.Fb.China","Q21.Fb.Cuba","Q21.Fb.Norway","Q21.Fb.Poland","Q21.Fb.France","Q21.Fb.Sweden","Q21.Fb.Germany","Q21.Fb.Tanzania","Q21.Fb.Danemark","Q21.Fb.Tunisia","Q21.Fb.Turkey","Q21.Fb.Russia","Q21.Fb.Estonia","Q21.Fb.USA","CountQ21.Fb","Q31.GvtPrt.IPU","Q31.GvtPrt.KES","Q31.GvtPrt.KOK","Q31.GvtPrt.KA","Q31.GvtPrt.KD","Q31.GvtPrt.KTP","Q31.GvtPrt.M2011","Q31.GvtPrt.PS","Q31.GvtPrt.PIR","Q31.GvtPrt.RKP","Q31.GvtPrt.SDP","Q31.GvtPrt.SEN","Q31.GvtPrt.SKP","Q31.GvtPrt.STP","Q31.GvtPrt.VP","Q31.GvtPrt.VAS","Q31.GvtPrt.VIHR","CountQ31.GvtPrt","W1.IncomeDiff","W2.GayAdoption","W3.NuclearPow","W4.ChildAlw","W5.SeniorCare","W6.RetireAge","W7.ExtWCareer","W8.BendIndex","W9.CutPblExpend","W10.GreekDebt","W11.TransacTax","W12.TaxInc","W13.TaxDeduc","W14.MortDeduc","W15.RealEstTax","W16.Conscript","W17.NATO","W18.HumRight","W19.LandOwn","W20.DvlAid","W21.FBCountry","W22.Guns","W23.VolDomLng","W24.Suvivirsi","W25.Immigration","W26.SaimaaSeal","W27.MunOutsource","W28.MunNb","W29.CptRegMerger","W30.EqlTransfer","W31.GvtPrt","CountNegW","CountPosW","cluster"
"Lehtimaki Esko","ReducSlight","0","0","Keep","Yes","Keep","NotAny","Fifty","RedDvlAid","FinInterest","YesIfOther","CapIncome","UnionFees","Keep","0","Keep","Never","YesHumRight","ResRussian","NoIncrease","Keep","0","YesTrad","TooLoose","Keep","IncAndLearn","290","VoluntCoop","MoreEq","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","3","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1
"Lehtimaki Jukka","ReducSlight","0","0","NoImpact","Yes","Keep","NotAny","Fifty","CutBusiness","FinInterest","YesAlways","CapIncome","TFHomeSeller","RemGrad","0","Keep","NotSoon","YesHumRight","ResAllForeign","GrowMod","Keep","1","YesIfOpt","Fine","Keep","NoInc","290","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","3","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","1","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","1","0","0","0","-1","0","0","0","0","0","1","1","0","0","0","1","9",3
"Lehtinen Sanna","ReducSlight","1","0","Keep","Yes","Keep","NotAny","PricePrior","Other","FinInterest","YesAlways","CapIncome","EmpBenDed","Keep","0","Keep","NotSoon","YesHumRight","ResRussian","Keep","Keep","0","YesTrad","Fine","LocNetBan","NoInc","230","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","3","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3
"Lehtomaki Paula","ReducSlight","1","0","NoImpact","NoRecommend","Keep","NotAny","Keep","CutBusiness","FinInterest","YesIfOther","CapIncome","TFChildAll","RemGrad","0","Keep","NotSoon","YesHumRight","NoRestrict","Keep","Keep","0","YesTrad","Fine","LocNetBan","IncAndLearn","290","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","3","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","-1","0","1","0","0","0","0","0","0","-1","0","0","0","0","-1","0","0","-1","0","-1","0","0","0","0","0","0","-1","0","0","-1","7","1",3
"Lehvonen Johanna","ReducMuch","1","0","NoImpact","Yes","Keep","RemAllowance","IncSligh","Other","FinInterest","YesIfOther","VAT","NoneOfThese","Keep","0","Keep","Never","YesWithEU","ResRussian","GrowMod","Keep","1","YesTrad","Fine","Keep","NoneOfThese","290","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","1","0","0","1","1","1","0","1","1","0","0","0","0","0","1","1","-1","0","0","0","0","0","-1","0","0","0","1","1","0","1","0","2","11",3
"Lepisto Jorma","Approp","0","0","NoImpact","NoIncrease","RaiseByOne","NotAny","Fifty","RedDvlAid","FinInterest","Never","NoneOfThese","NoneOfThese","Extend","0","FemAlso","NotSoon","YesWithEU","ResAllForeign","NoIncrease","Keep","0","YesTrad","TooLoose","Keep","NoInc","230","VoluntCoop","MoreEq","29","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","3","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3
"Lepojarvi Tommi","ReducSlight","0","0","Keep","NoRecommend","Keep","RemAllowance","Keep","Other","SuppWasMstk","YesAlways","Capital","TFHomeSeller","Keep","0","Keep","NotSoon","YesHumRight","ResAllForeign","GrowMod","Keep","1","YesTrad","TooLoose","LocNetBan","IncAndLearn","230","NewCouncil","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","3","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","-1","0","0","-1","0","0","0","-1","1","0","1","1","1","0","0","0","-1","0","0","-1","0","0","0","0","-1","0","0","0","6","4",3
"Leppa Jari","ReducSlight","0","0","Keep","Yes","RaiseByOne","NotAny","Keep","RedDvlAid","FinInterest","YesIfOther","Income","HouseHDed","Keep","0","Keep","NotSoon","YesHumRight","ResRussian","GrowMod","Keep","1","YesTrad","TooLoose","Keep","IncAndLearn","290","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","3","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4",3
"Leppanen Satu","ReducMuch","0","0","NoImpact","NoRecommend","RaiseByOne","IncAge","Fifty","NoIndexBound","EuroWasMstk","YesIfOther","CapIncome","UnionFees","Keep","0","Keep","NotSoon","YesWithEU","ResRussian","GrowMod","Keep","0","YesTrad","Fine","LocNetBan","IncAndLearn","290","Keep","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","3","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","-1","0","0","1","0","0","0","1","0","1","0","1","8",3
"Lindell Leila","ReducSlight","0","0","NoImpact","Yes","Keep","NotAny","IncomePrior","Other","FinInterest","Never","Capital","NoneOfThese","Keep","0","Keep","Never","YesWithEU","ResRussian","GrowMod","Keep","0","YesTrad","Fine","Keep","NoInc","290","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","3","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","1","0",3
"Lintila Mika","ReducSlight","0","0","Keep","Yes","Keep","NotAny","PricePrior","DropDaycare","FinInterest","YesIfOther","CapIncome","HouseHDed","Keep","0","Keep","NotSoon","YesHumRight","ResRussian","GrowMod","Keep","1","YesTrad","TooLoose","Keep","IncAndLearn","230","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","3","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3
"Loikkanen Toivo","ReducSlight","1","0","NoImpact","Yes","Keep","IncAge","Fifty","CutBusiness","FinInterest","YesIfOther","CapIncome","NoneOfThese","Keep","0","Keep","NotSoon","YesHumRight","ResRussian","Keep","Keep","0","YesTrad","Fine","Keep","NoInc","290","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","3","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3
"Lokka Martti","ReducSlight","1","1","Keep","NoRecommend","Keep","NotAny","IncSligh","DropDaycare","FinInterest","YesAlways","Income","EmpBenDed","Keep","0","Keep","YesNotSoon","YesWithEU","ResRussian","GrowMod","Keep","1","YesTrad","Fine","LocNetBan","IncAndLearn","230","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","3","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",3
"Lonka Riitta","ReducMuch","0","0","Adjust","Yes","Keep","IncAge","PricePrior","RedDvlAid","DebtRestruct","YesIfOther","CapIncome","UnionFees","Keep","0","Keep","NotSoon","YesHumRight","ResRussian","NoIncrease","Keep","1","YesTrad","Fine","LocNetBan","NoInc","290","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","3","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","4",1
"Louet Kaisa","ReducMuch","1","0","NoImpact","Yes","Keep","NotAny","IncSligh","RedMilitary","FinInterest","YesIfOther","Energy","NoneOfThese","Keep","0","Keep","NotSoon","YesWithEU","ResAllForeign","GrowMod","Keep","1","YesTrad","TooLoose","LocNetBan","IncAndLearn","230","VoluntCoop","MoreEq","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","1","0","1","1","1","1","0","1","-1","1","0","0","0","0","0","-1","-1","0","0","1","1","0","-1","-1","0","0","1","1","0","1","0","5","12",3
"Luttinen Helka","ReducMuch","1","1","NoImpact","Yes","Keep","NotAny","Fifty","Other","FinInterest","YesAlways","CapIncome","UnionFees","Keep","0","Keep","NotSoon","YesHumRight","ResRussian","GrowMod","Keep","1","YesTrad","Fine","LocNetBan","IncAndLearn","230","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","3","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3
"Maijala Eeva Maria","ReducSlight","0","0","NoImpact","Yes","Keep","NotAny","IncSligh","RedDvlAid","FinInterest","YesIfOther","Capital","EmpBenDed","Keep","0","Keep","Never","YesHumRight","ResRussian","NoIncrease","Loosen","0","YesTrad","TooLoose","Keep","IncAndLearn","400","VoluntCoop","MoreEq","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","3","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2",1
"Maki Heikki","Approp","0","0","Remove","Yes","Keep","RemAllowance","Keep","CutBusiness","FinInterest","YesIfOther","CapIncome","EmpBenDed","RemGrad","0","Keep","NotSoon","YesWithEU","ResAllForeign","GrowMod","Keep","1","YesIfOpt","Fine","LocNetBan","IncAndLearn","230","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","-1","-1","1","0","0","0","-1","-1","-1","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","5","8",3
"Malmiharju Tapio","ReducMuch","0","1","NoImpact","Yes","Keep","NotAny","PricePrior","DropDaycare","FinInterest","Never","CapIncome","TFHomeSeller","RemGrad","0","Keep","NotSoon","YesHumRight","ResRussian","GrowMod","Keep","1","YesTrad","Fine","Keep","IncAndLearn","230","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","3","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3
"Mantyjarvi Hannele","ReducMuch","0","0","Adjust","Yes","Keep","RemAllowance","PricePrior","RedDvlAid","EuroWasMstk","YesIfOther","Capital","TFHomeSeller","Keep","0","FemAlso","Never","YesHumRight","ResRussian","NoIncrease","Loosen","1","YesIfOpt","TooLoose","Keep","IncAndLearn","170","NewCouncil","MoreEq","29","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","3","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3
"Martikainen Ossi","ReducMuch","0","0","NoImpact","Yes","Keep","NotAny","Fifty","CutBusiness","EuroWasMstk","YesIfOther","CapIncome","HouseHDed","Keep","0","Keep","NotSoon","YesHumRight","ResRussian","Keep","Loosen","1","YesTrad","Fine","Keep","IncAndLearn","230","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","3","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","7",3
"Mattila Juho","ReducSlight","1","0","NoImpact","NoRecommend","RaiseByOne","NotAny","IncSligh","CutBusiness","FinInterest","YesIfOther","VAT","UnionFees","RemGrad","0","Keep","NotSoon","YesWithEU","NoRestrict","NoIncrease","Keep","1","YesTrad","Fine","Keep","IncAndLearn","290","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","3","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3
"Merilainen Anne","ReducMuch","1","0","Adjust","Yes","Keep","NotAny","Fifty","Other","DebtRestruct","YesAlways","CapIncome","NoneOfThese","Keep","0","Keep","Never","YesHumRight","ResRussian","GrowMod","Keep","1","YesTrad","TooLoose","Keep","NoInc","400","VoluntCoop","MoreEq","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","3","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4",1
"Meriniemi Tuomas","ReducMuch","1","0","NoImpact","Yes","Keep","NotAny","Keep","NoCut","FinInterest","YesIfOther","CapIncome","TFHomeSeller","Keep","0","Keep","NotSoon","YesWithEU","ResRussian","Keep","BanHandG","1","YesIfOpt","Fine","LocNetBan","IncAndLearn","230","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","3","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","-1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1",3
"Mikkila Hannu","ReducSlight","0","0","Adjust","NoRecommend","Keep","All","IncSligh","CutBusiness","FinInterest","YesIfOther","CapIncome","TFHomeSeller","Keep","0","Keep","Never","YesWithEU","ResRussian","GrowMod","BanHandG","1","YesTrad","Fine","LocNetBan","IncAndLearn","230","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","3","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","6",3
"Mohamed Abdirahim","GrowMod","0","0","Keep","Yes","Keep","NotAny","IncomePrior","Other","DebtRestruct","YesIfOther","CapIncome","TFHomeSeller","Remove","0","Keep","NotSoon","YesWithEU","ResRussian","GrowMod","BanHandG","0","YesIfAlt","Fine","WNetBandAndBuild","OpenAll","230","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","3","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","-1","1","1","1","0","0","0","0","0","0","0","0","0","-1","1","1","0","1","1","0","0","0","1","0","0","0","-1","1","0","1","3","10",3
"Mwegerano Andi","ReducSlight","0","0","NoImpact","Yes","Keep","NotAny","PricePrior","Other","DebtRestruct","YesAlways","CapIncome","NoneOfThese","Keep","0","Keep","Never","YesHumRight","ResRussian","GrowMod","BanHandG","1","YesTrad","TooLoose","WNetBan","IncAndLearn","230","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","3","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","1","1","1","0","1","1","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","13",1
"Neittaanmaki Petri","ReducMuch","0","0","Keep","Yes","Keep","NotAny","Fifty","Other","EuroWasMstk","YesIfOther","VAT","UnionFees","Keep","0","Keep","NotSoon","YesHumRight","ResAllForeign","Keep","Keep","1","YesTrad","TooLoose","LocNetBan","IncAndLearn","340","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","3","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3
"Nikkola Pauli","ReducSlight","0","0","NoImpact","NoRecommend","Keep","NotAny","IncSligh","RedMilitary","FinInterest","YesIfOther","VAT","NoneOfThese","Keep","0","Keep","NotSoon","YesWithEU","ResRussian","GrowMod","Keep","0","YesIfOpt","Fine","Keep","IncAndLearn","230","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","3","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",3
"Niskanen Ritva-Liisa","ReducMuch","1","0","NoImpact","NoRecommend","Keep","NotAny","IncSligh","Other","FinInterest","YesIfOther","VAT","NoneOfThese","Keep","0","Keep","NotSoon","YesWithEU","NoRestrict","GrowMod","Loosen","0","YesTrad","Fine","LocNetBan","NoneOfThese","230","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","3","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",3
"Nivala Eija","ReducSlight","0","0","Keep","Yes","Keep","NotAny","IncSligh","DropDaycare","FinInterest","YesIfOther","VAT","TFHomeSeller","Keep","0","Keep","NotSoon","YesWithEU","NoRestrict","Keep","Keep","1","YesTrad","Fine","Keep","IncAndLearn","290","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","3","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","1","1","0","0","1","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","-1","0","0","1","1","0","1","11",3
"Nivala Heikki","ReducSlight","0","0","NoImpact","Yes","Keep","NotAny","IncSligh","Other","EuroWasMstk","YesIfOther","CapIncome","TFHomeSeller","Keep","0","Keep","NotSoon","YesWithEU","ResRussian","GrowMod","Keep","1","YesIfOpt","TooLoose","Keep","NoInc","290","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","1","-1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2",3
"Nygaard Peter","ReducMuch","0","0","NoImpact","Yes","Keep","NotAny","Fifty","Other","FinInterest","Never","VAT","NoneOfThese","Keep","0","Keep","Never","YesHumRight","ResRussian","GrowMod","Keep","0","YesIfOpt","Fine","Keep","NoInc","290","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","1","-1","1","1","1","1","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","11",3
"Oikarinen Kyosti","ReducSlight","0","0","Keep","Yes","Keep","NotAny","IncSligh","RedMilitary","FinInterest","YesIfOther","CapIncome","NoneOfThese","Keep","0","Keep","YesIfSwe","YesWithEU","ResRussian","GrowMod","Keep","0","YesTrad","Fine","Keep","IncAndLearn","290","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","3","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","3","1","-1","1","0","0","1","1","0","0","1","-1","0","0","0","0","0","0","0","0","0","-1","0","0","-1","0","0","0","0","0","0","-1","5","5",3
"Oinonen Lauri","Approp","0","1","Adjust","Yes","Keep","NotAny","IncSligh","Other","EuroWasMstk","YesAlways","Capital","NoneOfThese","Keep","0","Keep","NotSoon","YesHumRight","ResAllForeign","GrowMod","Keep","1","YesTrad","TooLoose","Keep","NoInc","340","VoluntCoop","MoreEq","29","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","3","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","1","0","0","0","-1","-1","1","0","1","0","0","1","0","0","-1","0","1","0","0","0","0","0","0","1","3","7",1
"Ojajarvi Anne","ReducMuch","1","0","Keep","NoRecommend","Keep","NotAny","IncSligh","Other","FinInterest","YesIfOther","NotAny","EmpBenDed","Keep","0","Keep","Never","YesWithEU","ResRussian","GrowMod","Keep","0","YesTrad","Fine","LocNetBan","IncAndLearn","290","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","3","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",3
"Ojaniemi Kati","ReducMuch","1","0","NoImpact","Yes","Keep","NotAny","Fifty","RedDvlAid","FinInterest","YesIfOther","CapIncome","EmpBenDed","Keep","0","Keep","Never","YesWithEU","NoRestrict","NoIncrease","Loosen","0","YesIfOpt","Fine","LocNetBan","NoneOfThese","290","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","3","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","-1","0","1","1","1","1","1","0","0","0","0","0","0","1","1","1","1","-1","0","0","0","0","0","0","0","0","1","0","0","1","2","11",3
"Olkkonen Anna","ReducSlight","0","0","Adjust","Yes","Keep","NotAny","Fifty","RedDvlAid","FinInterest","YesIfOther","CapIncome","EmpBenDed","Keep","0","Keep","NotSoon","YesHumRight","ResRussian","GrowMod","Keep","1","YesTrad","TooLoose","LocNetBan","NoInc","290","VoluntCoop","Keep","29","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",3
"Olkkonen Kirsi","ReducMuch","0","0","NoImpact","Yes","Keep","NotAny","Fifty","NoCut","FinInterest","YesIfOther","CapIncome","UnionFees","Keep","0","Keep","Never","YesHumRight","NoRestrict","GrowMod","Loosen","0","YesTrad","Fine","Keep","IncAndLearn","340","VoluntCoop","Keep","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","3","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","1","0","1","1","1","0","0","0","1","1","1","0","1","0","1","1","1","0","0","1","0","1","1","1","1","0","0","1","1","1","1","0","20",1
"Ollila Matias","ReducMuch","1","0","NoImpact","NoRecommend","RaiseByOne","NotAny","IncSligh","RedMilitary","FinInterest","YesAlways","VAT","TFHomeSeller","RemGrad","0","Select","Never","YesWithEU","ResRussian","Keep","BanHomeStrg","0","YesTrad","Fine","LocNetBan","NoInc","290","VoluntCoop","Keep","29","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","3","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","3","1","-1","1","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","-1","0","0","1","-1","0","0","0","1","1","-1","1","0","4","10",3
